,nickname,R,F,M
931,0wingless_28,37,1,79
932,0winner1818_25,141,1,64
933,0witty04,43,1,227
934,0wj1962,141,1,79
935,0wjj3035,141,1,142
936,0wjl1y,3,1,94
937,0wmrita21,138,1,35
938,0wo4578109,32,1,121
939,0woaidi07,138,1,69
940,0wonder03,51,1,206
941,0wpe3,141,1,30
942,0wqj53,141,1,231
943,0wqwhy26,61,1,202
944,0wrigle0,12,1,49
945,0wswl7,136,1,174
946,0wuman14,128,2,212
947,0wumimi4,68,1,37
948,0wuwuxi_28,132,1,191
949,0wwl637,88,1,75
950,0wxx8506,41,1,87
951,0wxy137645699,72,1,94
952,0wxz1419,70,1,176
953,0wxzy3164,5,1,171
954,0wycg04,141,1,208
955,0wyh7,104,1,87
956,0wyx198907,41,2,369
957,0wyx200908,130,1,30
958,0xgda29,38,1,149
959,0xiajiajia0117,141,1,79
960,0xiandan84,104,1,87
961,0xiaocao197609,141,1,118
962,0xiaodiandian_28,72,1,224
963,0xiaoemo28,43,1,111
964,0xiaoheliushui74,122,1,42
965,0xiaolizi11,38,1,94
966,0xiaolove05,93,1,243
967,0xiaoman1984,104,1,203
968,0xiaopi199007,53,1,47
969,0xiaoqiang82,141,1,175
970,0xiaotiane19,12,2,245
971,0xiaoxiao100,138,1,142
972,0xiaoxiongok25,138,1,225
973,0xiaoyuan1987_27,102,1,38
974,0xiaoyuzhou00,41,1,89
975,0xiaozhutou26,133,1,216
976,0xiashi17,133,1,30
977,0xiawf1,103,1,87
978,0xig87,123,2,193
979,0xingking28,66,1,144
980,0xiongqin18,11,1,220
981,0xixi68,93,1,132
982,0xixili9,104,1,191
983,0xl9056006,104,1,89
984,0xlou_1,141,1,31
985,0xmz18,5,1,34
986,0xnn13,43,1,114
987,0xsyd29,7,1,96
988,0xu13282787,130,1,89
989,0xueqin1987,78,1,226
990,0xuhui8407,150,1,228
991,0xujiao1984_28,21,1,139
992,0xujing2029,140,1,72
993,0xulirong867310,61,1,205
994,0xun02,71,1,34
995,0xupengyuan2,141,1,110
996,0xuting07,49,1,269
997,0xuyao9019,137,1,63
998,0xuyh9,45,2,138
999,0xuying06,93,1,252
1000,0xx210,128,2,298
1001,0xxrs22,141,1,84
1002,0xxxxxx19957,99,1,158
1003,0xy199117,135,1,79
1004,0xyang14,133,1,189
1005,0xyw93,42,1,33
1006,0yad7,61,1,106
1007,0yaliann8,141,1,84
1008,0yangbin198914,141,1,87
1009,0yangtuzi_29,5,2,66
1010,0yangxueya5,135,1,193
1011,0yangyeru27,86,1,174
1012,0yanjun1016,104,1,96
1013,0yanki168_27,141,1,39
1014,0yanlin01,104,1,87
1015,0yannic0,71,1,173
1016,0yanxux9,104,1,89
1017,0yanyang8916,123,1,31
1018,0yaowenju09,15,1,267
1019,0yaoya06,141,1,69
1020,0yaozi27,141,1,110
1021,0yaya6057,43,1,87
1022,0yaya_sh1,6,2,191
1023,0yaya亚亚02,79,1,169
1024,0yc0519,141,1,232
1025,0ycfl4,136,1,173
1026,0ydksdx23,104,1,87
1027,0ydq199004,62,1,181
1028,0yelin25,129,1,49
1029,0yeqion5,133,1,80
1030,0yesujing_1,62,1,111
1031,0yetta_01,76,1,186
1032,0yhh12,141,1,87
1033,0yifanwen0,75,1,213
1034,0yiifeng06,141,1,248
1035,0yincheng07,43,1,87
1036,0yinep_19,97,1,144
1037,0yingmu2185860,56,1,159
1038,0yingyingyang29,103,2,362
1039,0yinjiaren28,141,1,79
1040,0yiran1910,141,1,84
1041,0yiyibb01,72,1,76
1042,0yjjyjjyjj_04,15,1,265
1043,0yjl76,99,1,149
1044,0yllin03,126,1,37
1045,0younuo0,72,1,94
1046,0youyou07,140,1,30
1047,0yoyo198705,1,1,46
1048,0yu1596,6,1,51
1049,0yuan198917,116,1,59
1050,0yuaner8,97,1,40
1051,0yuanlishan06,122,1,63
1052,0yuanyuanlian6,141,1,31
1053,0yuanyuanliu_27,91,1,94
1054,0yuanyuejin1,72,1,232
1055,0yuchenhan1,61,1,257
1056,0yufish14,62,1,60
1057,0yujingwe1,123,1,66
1058,0yuki198509,104,1,231
1059,0yumengjun02,104,1,99
1060,0yummylin0,32,1,30
1061,0yunyi_03,15,2,75
1062,0yuqi3,104,1,184
1063,0yuting1996,109,1,221
1064,0yuyu0729,132,1,84
1065,0yuyu5916,104,1,89
1066,0yuyue20020,21,1,163
1067,0yvette1,3,1,168
1068,0yvonne_wang_28,23,1,178
1069,0yw8804,133,1,110
1070,0yww82520,104,1,169
1071,0yxiaoxiao_197820,41,1,166
1072,0yxj198805,128,1,39
1073,0yxq03,141,1,248
1074,0yy0107,141,1,82
1075,0yy197808,72,1,144
1076,0yy6312334,141,1,72
1077,0yzk8,137,1,109
1078,0z123450,23,1,89
1079,0z6249471,103,1,177
1080,0zaizaikeai28,7,1,94
1081,0zc113328,61,1,94
1082,0zccj04,125,1,265
1083,0zch9516,17,1,255
1084,0zdk199906,139,1,32
1085,0zenmehuishi_28,23,1,139
1086,0zfycnj28,121,1,253
1087,0zg3,125,1,144
1088,0zhang10169560,104,1,140
1089,0zhang_18,141,1,72
1090,0zhangjf08,141,1,84
1091,0zhangkun8,43,1,173
1092,0zhangnl0,149,1,115
1093,0zhangsheng198816,104,1,87
1094,0zhangshengnan113,69,1,270
1095,0zhangxiang8702,111,1,37
1096,0zhangxiaobai6,77,1,144
1097,0zhangxiaoj8,79,1,143
1098,0zhangxinyu9,104,1,89
1099,0zhangyajie01,140,1,45
1100,0zhangyi8801,141,1,82
1101,0zhangyiji7,130,2,106
1102,0zhangyu198703,42,1,92
1103,0zhangyu87,42,1,59
1104,0zhangyua17,43,2,300
1105,0zhangyujuan02,141,1,87
1106,0zhangyuting03,104,1,217
1107,0zhangzhigang6506,6,1,116
1108,0zhaodianping_28,81,1,237
1109,0zhaoning27,141,1,222
1110,0zhaoqi5477_29,141,1,239
1111,0zhiyin200,104,1,117
1112,0zhongh2,104,1,242
1113,0zhongjl21,43,2,414
1114,0zhongxue198305,104,1,47
1115,0zhoudan731_29,21,1,44
1116,0zhoudan8915,89,1,136
1117,0zhouqianru3,134,1,59
1118,0zhouzhou34,102,1,215
1119,0zhubizi04,78,1,217
1120,0zhuhui199011,104,1,87
1121,0zhulin03,102,1,232
1122,0zhutingting08,17,2,389
1123,0zhuxiujuan1,6,1,32
1124,0zhuyu686406,93,1,34
1125,0zhuyudi_1,126,1,186
1126,0ziyue115501,141,1,84
1127,0zjdtb11,14,1,37
1128,0zjj110127,102,1,123
1129,0zjp8133,33,1,49
1130,0zjy7722,122,1,87
1131,0zjzjd1,61,1,226
1132,0zl1123_25,72,1,139
1133,0zle_9,17,1,124
1134,0zls199608,43,2,408
1135,0zlyruru0077,122,1,168
1136,0zlzlzl8901,102,1,87
1137,0zm182293345,122,1,254
1138,0zm30,104,1,269
1139,0zmh9802,30,1,144
1140,0zmj09,5,1,47
1141,0zoor9,141,1,121
1142,0zpzpf1,139,1,42
1143,0zsmxr1,5,1,89
1144,0zsq804,104,1,89
1145,0zwz1960,91,1,171
1146,0zyjzyj14,0,1,144
1147,0zym2519,43,1,87
1148,0zyr6216784,132,1,42
1149,0zyy_57,43,1,99
1150,0zyzy8020,59,1,264
1151,0zz925,14,1,149
1152,0zzfzhao_28,122,1,73
1153,0一只温顺的小羊1,141,1,147
1154,0一叶森林04,125,1,63
1155,0一帆风顺88,103,1,222
1156,0一开电气28,104,1,212
1157,0一片海06,103,1,140
1158,0丁丁1,122,1,218
1159,0七彩羽毛7,141,1,42
1160,0万玉婷_29,141,1,63
1161,0三丫头3994112,71,1,166
1162,0上下求索1,129,1,84
1163,0上天入地28,129,1,182
1164,0上官樱伊_28,104,1,33
1165,0不会游泳的鱼200808,104,1,108
1166,0与此同时29,102,1,254
1167,0丛绒4,91,1,94
1168,0东风不来0,141,1,82
1169,0丝雨20,37,1,49
1170,0中5,32,2,243
1171,0丹丹198604,104,1,123
1172,0乐乐200711,128,1,79
1173,0习惯一个人9715,138,1,173
1174,0于小渔2,28,1,210
1175,0云上的日子88,14,1,262
1176,0人生如梦梦醒时分26,104,1,246
1177,0从铃开0,104,1,200
1178,0企鹅笨笨_7,104,1,173
1179,0休闲百分0,140,1,64
1180,0余芬7,126,1,183
1181,0你若安好j7,41,1,207
1182,0倾心1,101,1,144
1183,0假装纯1,82,1,180
1184,0偶尔8,141,1,35
1185,0充其1,65,1,194
1186,0光彩夺目21,103,1,500
1187,0兔宝宝05,124,1,163
1188,0冰橙子28,80,1,261
1189,0冰河世纪8,104,1,89
1190,0冰淇淋2,140,1,183
1191,0出污泥而不1,104,1,192
1192,0刘地1,85,1,49
1193,0刘恬恬26,136,1,154
1194,0刘禹6,89,1,253
1195,0刘贺斌2,69,1,186
1196,0刘雅君_01,104,1,87
1197,0刺儿0,122,1,243
1198,0前程似锦3267509,71,1,211
1199,0加菲猫198116,123,1,258
1200,0加贝123_29,140,1,67
1201,0匪198808,141,1,89
1202,0十三宝贝198409,127,1,186
1203,0十二月花_25,82,1,40
1204,0十字心_29,136,1,249
1205,0南国红棉_27,104,1,33
1206,0卜卜星_27,134,1,79
1207,0占据丶0,41,1,262
1208,0只要你记得我_29,3,1,274
1209,0可口可乐coca28,43,1,258
1210,0可宝宝02,41,1,197
1211,0名字不好28,141,1,82
1212,0向豆9,30,1,73
1213,0吴9,93,1,232
1214,0吴标6203,76,1,128
1215,0周莉丽_29,130,1,159
1216,0命中注博,127,1,68
1217,0和宝宝在一起_28,7,1,94
1218,0咕噜0,104,1,87
1219,0咚9,81,1,149
1220,0咩咩7907,102,1,117
1221,0咪咪_7,21,2,214
1222,0咪咪咪24,129,1,84
1223,0啞_18,131,1,76
1224,0喜欢冬天的萤04,132,1,210
1225,0喵咪咪咪06,62,1,94
1226,0喻小0,104,1,259
1227,0嗜睡0,104,1,130
1228,0嗯哼dawang18226,103,1,254
1229,0嘉嘉猪28,20,1,221
1230,0嘉宝儿25,43,1,89
1231,0嘉怡52,59,1,40
1232,0嘿姆嘿姆29,132,1,224
1233,0噼里啪啦01,141,1,74
1234,0四月婴09,61,1,94
1235,0囡囡最乖08,2,1,113
1236,0圈圈叉叉2,32,1,94
1237,0土拨鼠的家_26,117,1,89
1238,0土豆05,131,1,33
1239,0在一起090608,131,2,230
1240,0在云端01,123,1,39
1241,0在他乡_7,62,1,226
1242,0在水之舟160,101,1,204
1243,0坏坏花痴1,43,1,249
1244,0塔罗牌恋人_26,54,1,149
1245,0塔诗60,141,1,72
1246,0墨染嫣16,104,1,87
1247,0夏末记忆成0,150,1,240
1248,0多乐士17,137,1,56
1249,0大娇头06,61,1,94
1250,0大宝宝331195,139,1,272
1251,0大家姐07,148,1,134
1252,0大崎8513,141,1,79
1253,0大洪宝05,141,1,72
1254,0大笨蛋199119,62,1,128
1255,0大老谢08,99,1,30
1256,0天亮了3836860,129,1,214
1257,0天使爱美丽10,104,1,219
1258,0女开29,104,2,176
1259,0妞妞04,71,1,41
1260,0妮3,104,1,89
1261,0妮妮2580,99,2,84
1262,0姜彩虹6,103,1,87
1263,0姜晓0,35,1,49
1264,0姝姝01,122,2,144
1265,0姿本家1,62,1,94
1266,0娄娄12340,104,1,87
1267,0娜81,10,1,198
1268,0娟娟_06,3,1,184
1269,0子以3,14,1,124
1270,0字里行间_28,22,1,89
1271,0孙晓娜8701,104,1,128
1272,0宁2005,141,1,242
1273,0安祖0,64,2,279
1274,0宋景涛2,114,1,144
1275,0宋秀美23,141,1,89
1276,0宓云12,135,1,63
1277,0宝贝2009,80,1,210
1278,0宝贝6度,71,1,99
1279,0宝贝7101,103,1,130
1280,0宝贝乖乖1,41,1,140
1281,0实惠物品_28,127,1,143
1282,0寂寞妖红01,113,1,149
1283,0小a小b_27,26,1,40
1284,0小丸子_12,105,1,87
1285,0小九8,11,1,144
1286,0小儿科03,91,1,185
1287,0小六六_29,28,1,209
1288,0小刀10,135,2,190
1289,0小司马5218,61,1,201
1290,0小咩咩啊7,21,1,183
1291,0小女子主义17,56,1,232
1292,0小妮子sunny29,135,2,268
1293,0小弱5,127,1,79
1294,0小晴晴55,125,1,63
1295,0小木鱼9201,75,1,227
1296,0小浪漫04,104,1,53
1297,0小熊的洋娃娃27,11,2,285
1298,0小猪珊瑚27,87,1,49
1299,0小琼子_25,14,1,124
1300,0小生意80,104,1,391
1301,0小白198906,72,1,204
1302,0小米猪22,141,1,87
1303,0小红9290,73,1,98
1304,0小纪2,60,1,184
1305,0小肉肉_29,104,1,208
1306,0小肋骨03,108,1,253
1307,0小蜜汁1,56,1,144
1308,0小蜜糖儿_29,126,1,124
1309,0小蜜蜂69,104,1,99
1310,0小贝09,26,1,144
1311,0小鱼16,141,1,113
1312,0小鸟18,93,1,149
1313,0小鸟飞飞_01,114,1,135
1314,0小黎子_28,72,1,34
1315,0左酒窝09,91,1,222
1316,0布鲁福克斯04,87,1,204
1317,0帅帅宝贝25,43,1,122
1318,0平常心_8,137,1,30
1319,0年糕7,104,1,101
1320,0并肩行走06,62,1,187
1321,0幸福公主06,141,1,87
1322,0幸福小妮7,43,1,200
1323,0幸福意家人808388,78,1,40
1324,0幸福的鼠宝宝0809,141,1,148
1325,0幻影丹尼48221,43,1,87
1326,0幽默天使15,104,1,33
1327,0延宴18,141,1,79
1328,0开心201062,140,1,64
1329,0张大伟5517,102,1,87
1330,0张媲3,138,1,228
1331,0张某某_26,141,1,184
1332,0张燕vick6,97,1,238
1333,0张琦19,104,1,35
1334,0张蕾06,109,1,65
1335,0弯弯的月亮02,22,1,34
1336,0当当200313,9,1,224
1337,0彩虹棒棒糖201315,15,2,496
1338,0往事回忆09,93,1,34
1339,0往事如烟200712,10,1,222
1340,0心斋201502,141,1,153
1341,0快乐芭芘27,141,1,46
1342,0念你一世安然03,42,1,230
1343,0恋恋山城_25,43,1,87
1344,0悠悠02,70,1,49
1345,0悠琳屋8,38,1,99
1346,0愚公爬0,81,1,232
1347,0懒熊一家15,104,1,259
1348,0懒猫15,104,1,87
1349,0戆宝贝07,23,1,312
1350,0我叫陈1,43,1,106
1351,0我爱吃菠萝_25,125,2,216
1352,0我爱小叮当26,134,1,35
1353,0我爱巧克力27,141,1,72
1354,0我的3斋6,141,1,123
1355,0我的邻居7,129,1,63
1356,0抹茶蛋糕07,14,1,119
1357,0拉登朱01,104,1,89
1358,0摇到外婆桥25,141,1,30
1359,0摩子30,104,1,118
1360,0敏9,23,1,89
1361,0敏敏哈利客_28,127,1,221
1362,0斐斐521,1,1,247
1363,0旋律公主_28,104,1,99
1364,0无人欣赏的美7,62,1,139
1365,0无敌小三07,43,1,52
1366,0旧时光_15,36,1,203
1367,0时光04,135,1,80
1368,0明好_207,98,1,192
1369,0明日星_25,133,1,199
1370,0春之晓28,121,1,42
1371,0晓alic2,125,1,220
1372,0晓baby8504,11,1,49
1373,0晓之0,93,1,34
1374,0晓凯51,62,1,204
1375,0晓晓晓晓晓12,81,1,135
1376,0晖爷19,127,1,57
1377,0晴天娃娃_26,128,1,87
1378,0晴天小猪10,4,1,124
1379,0曦曦6235,43,1,161
1380,0曲洛0,141,1,79
1381,0曾经的回忆209,141,1,72
1382,0月半lv1,104,1,141
1383,0月芽儿1980,43,1,256
1384,0木竹02,112,1,170
1385,0朱亚芹17,43,1,42
1386,0朱德怡5,98,1,168
1387,0朱梦娇04,113,1,49
1388,0李丽斯03,141,1,171
1389,0李燕平28,127,1,198
1390,0李路03,141,1,209
1391,0李长0,126,1,79
1392,0杨晓亮198915,45,1,254
1393,0杨轩lov0,43,1,227
1394,0杭一丫头05,141,1,83
1395,0林小贝27,104,1,124
1396,0林春英1009,71,1,160
1397,0林林7908,98,1,227
1398,0柒06,21,1,143
1399,0柚子茶_25,124,1,140
1400,0格格01,43,1,31
1401,0桃乐丝198407,141,1,383
1402,0桃芳01,66,1,149
1403,0梁pp26,62,1,234
1404,0梦想与现实_28,13,1,170
1405,0梦雪123_28,66,1,264
1406,0楠楠自语17,102,1,119
1407,0樱123_29,114,1,40
1408,0橘子街0,104,1,125
1409,0欢乐200907,84,1,163
1410,0欢欢198701,141,1,64
1411,0欧阳鑫_28,83,1,49
1412,0永远的终点0,62,1,126
1413,0汤海燕26,141,1,218
1414,0汪琳琳_27,141,1,196
1415,0沈佳虹09,77,1,173
1416,0沙鸥飞0,62,1,143
1417,0沧海蝴蝶123_29,85,1,202
1418,0沫沫12394,104,1,31
1419,0泛泛之辈2017,141,1,72
1420,0泽泽200070,1,1,193
1421,0洁洁洁洁洁2,141,1,64
1422,0流氓兔199502,43,1,97
1423,0海宝宝09,6,1,89
1424,0海然8307,0,1,130
1425,0海燕14,104,2,400
1426,0海绵宝宝5338,102,1,87
1427,0淘我所爱66,127,1,93
1428,0淡紫薇蓝16,99,1,99
1429,0深豆豆05,102,1,99
1430,0混不o,103,1,175
1431,0清秋一0,102,1,206
1432,0游侠04,141,1,79
1433,0漠漠03,141,1,444
1434,0漫步云端8208,43,2,470
1435,0澈底7,30,1,144
1436,0火星公主_28,146,1,49
1437,0灵飞经_25,26,1,49
1438,0点绛唇07,63,1,134
1439,0煜博23,141,1,236
1440,0煮酒论英雄1239,128,1,271
1441,0熊仔饼01,127,1,181
1442,0燕子飞过7,26,2,285
1443,0燕燕轻8,102,1,87
1444,0燕窝26,2,1,49
1445,0爱你不拜拜073,116,1,155
1446,0爱美丽201113,43,1,41
1447,0爱购女人_13,104,1,171
1448,0爽喵喵0,43,1,109
1449,0牵强附6,122,1,87
1450,0狐狸0,102,1,31
1451,0独眼霹雳_7,78,1,40
1452,0猫7801,130,1,65
1453,0猫咪公主03,22,1,32
1454,0玉小米7,141,1,72
1455,0王介萍06,23,1,165
1456,0王冬1,103,1,183
1457,0王宇飞1981,38,1,185
1458,0王庆芝芝367706,81,2,143
1459,0王敏1961,88,1,129
1460,0王文婷07,22,1,272
1461,0王珊珊1,99,1,30
1462,0王美0,43,1,117
1463,0王雨月27,42,1,148
1464,0王雪琴1978,104,1,47
1465,0玩物尚7,141,1,79
1466,0玻璃娃娃259381,14,1,134
1467,0珍惜时间25,140,1,77
1468,0珞溪24,133,1,128
1469,0班主任29,41,1,117
1470,0瑞德巴特0,43,1,256
1471,0瑾瑾1,141,1,79
1472,0璐璐100679,54,1,115
1473,0甜心23,104,1,209
1474,0申婷婷27,82,1,40
1475,0电力小飞侠7,104,1,125
1476,0瘦1斤,124,1,196
1477,0白色的海0,104,1,222
1478,0皮皮鲁2012,15,1,217
1479,0盆盆28,141,1,124
1480,0瞿羽彤09,124,1,209
1481,0碧水惊秋3,17,1,124
1482,0碧海蓝天200121,42,1,157
1483,0磨溪井,62,1,79
1484,0祝贺27,91,1,34
1485,0神舟6号a25,132,1,118
1486,0童晨1,55,1,150
1487,0笑笑84,105,1,228
1488,0笑精灵_28,42,1,87
1489,0符蓉14,104,1,87
1490,0米奇托里夫斯基11,130,1,136
1491,0米粉mm03,138,1,44
1492,0糖炒栗子07,130,1,65
1493,0紫气东来04,72,1,34
1494,0紫色心0,128,1,64
1495,0紫茎泽兰29,141,1,72
1496,0紫荆21,87,1,34
1497,0紫萍儿8536903,104,1,33
1498,0红手套23,141,1,30
1499,0红脸蛋20,43,1,110
1500,0绝地重生26,32,1,149
1501,0绮霞轩_28,134,1,87
1502,0维尼熊66,7,1,30
1503,0美妞3099,71,1,49
1504,0美羊羊1986,30,1,172
1505,0羽羽妈0806,23,1,202
1506,0翠堤春晓_29,132,1,51
1507,0老五6201,4,1,115
1508,0胖球4222979,141,1,160
1509,0胡主0,130,1,90
1510,0胡琳16,72,1,123
1511,0自由飞翔85,104,1,178
1512,0臭臭q0,36,1,144
1513,0至远11,114,1,144
1514,0艳阳天1383,61,1,121
1515,0苹果70,74,1,172
1516,0范仔03,43,1,166
1517,0茉莉茉莉25,141,1,138
1518,0茜茜12,136,1,42
1519,0茶亦醉人2006,141,1,178
1520,0荃荃8806,104,1,31
1521,0荷鲁斯28,61,1,219
1522,0菀9118,102,1,155
1523,0菜园小虫子24,43,2,275
1524,0菜菜_16,77,1,68
1525,0萝卜咸菜1,43,1,95
1526,0葡小萄_7,138,1,117
1527,0蓝天的芸26,122,1,40
1528,0蓝眼睛很蓝01,141,1,79
1529,0蓝繁缕_28,123,1,137
1530,0蓝色空间0106,102,1,30
1531,0蔡蔡_5,14,2,589
1532,0虫儿菲2,50,1,149
1533,0街角秋0,23,1,239
1534,0袁雪芳18,70,1,272
1535,0西贝儿_02,99,1,231
1536,0親親寶貝83,141,1,87
1537,0诗妍521,104,1,87
1538,0请你喜欢我653,138,1,183
1539,0谢却荼0,38,1,164
1540,0谢尔顿96,128,1,63
1541,0谢萱1,14,1,136
1542,0豆豆圣27,7,1,51
1543,0豆豆虫29,32,1,36
1544,0豌豆田1,3,1,110
1545,0豹纹小阿0,104,2,410
1546,0贝贝鸟7,141,1,144
1547,0贤惠8,104,1,87
1548,0败家精1,135,1,264
1549,0质9,141,1,84
1550,0赖学胚29,138,1,73
1551,0赵娜198201,102,1,245
1552,0越130443376,59,1,239
1553,0越前龙马01,4,1,99
1554,0路易28,141,1,79
1555,0轩轩宝贝07,104,1,184
1556,0迟来的幸0,149,1,266
1557,0迷失森林27,104,1,309
1558,0逍遥自在19961,54,1,257
1559,0邓志广1238,21,1,44
1560,0那什么8,43,1,228
1561,0邪恶天使18,141,1,75
1562,0邹燕8,62,1,231
1563,0邹莉04,43,1,87
1564,0醒醒12,141,1,84
1565,0金叵箩_27,133,1,196
1566,0钟毓0,62,1,131
1567,0钟钟康康526679,141,1,87
1568,0钱多多_s,124,1,114
1569,0长孙月轩50,29,1,182
1570,0阿man03,110,1,149
1571,0阿德莱德_7,89,1,58
1572,0阿秀2011,136,1,244
1573,0陆芬芳07,141,1,79
1574,0陈斌1972,134,1,30
1575,0陈新0,42,1,33
1576,0陈月玲8902,127,1,37
1577,0陈辰的春天28,72,1,139
1578,0陈雨鑫27,126,1,72
1579,0随心所欲1960,121,1,260
1580,0雅轩居_26,43,1,222
1581,0雨的印记05,125,1,87
1582,0雪02,141,1,69
1583,0静语静轩_15,136,1,82
1584,0静静爱衣29,141,1,196
1585,0顶上风采8,85,1,42
1586,0顺琦自然19,43,1,230
1587,0风灵菲0,72,1,201
1588,0风过无痕09,62,1,183
1589,0馒小头兜兜7,43,1,169
1590,0马小莉03,111,1,149
1591,0高大宝0,93,1,94
1592,0高妮0,91,1,149
1593,0高山娃娃1,140,1,100
1594,0高欣9201,98,1,180
1595,0高淘淘1,141,1,89
1596,0鹏华24,104,1,212
1597,0麦丽7,62,1,119
1598,0黄大仙儿09,38,1,139
1599,0黄媛197519,141,1,209
1600,0黄小黄15,91,1,111
1601,0黄河向东0,71,1,34
1602,0黄金时6,42,1,66
1603,0黑姊妹9918,104,1,112
1604,0鼠小弟39,41,1,184
1605,0齐齐03,138,1,72
1606,103a,59,1,270
1607,10817雅馨07,26,1,236
1608,1106582我,135,1,198
1609,11111不,102,1,161
1610,111伊1,104,1,190
1611,11314_s,132,1,64
1612,117小棋7,22,1,89
1613,11994ma2,22,1,246
1614,1275927,132,1,163
1615,15058306j,76,1,49
1616,15820680c,141,1,179
1617,182n0,43,1,241
1618,1a011414,138,1,72
1619,1a09238940,129,1,63
1620,1a1b15,11,1,37
1621,1a200852,141,1,226
1622,1a3254,141,1,84
1623,1a60835,103,1,201
1624,1a881a,105,1,261
1625,1abcg,103,1,31
1626,1abigail8613,104,1,255
1627,1able_5,43,1,123
1628,1adai19,70,1,94
1629,1ae12334,103,1,181
1630,1aggie7,42,1,205
1631,1aiaitia1,72,1,183
1632,1aiko4,103,2,208
1633,1aiwenwen9,43,1,115
1634,1aken_00,17,1,205
1635,1akiko_4,22,1,149
1636,1akiraqiu20,6,1,94
1637,1alasto4,137,1,87
1638,1aleash1,104,1,237
1639,1ali006020132,102,1,212
1640,1ali0298201319,50,1,65
1641,1alice100405,0,1,185
1642,1alice1245,91,1,184
1643,1aliceld5,103,1,38
1644,1alpha0,17,1,49
1645,1ameng6,3,2,277
1646,1ammywang8407,137,1,140
1647,1anans1198,82,1,47
1648,1anata6,141,1,34
1649,1andy_07,141,1,37
1650,1ane2,141,1,46
1651,1angel7,141,1,30
1652,1angel7723,126,1,37
1653,1angel_lp_baby11,43,1,436
1654,1angelzhang9,5,3,284
1655,1angel磊00,63,1,144
1656,1ani9402,128,1,131
1657,1anja07,71,1,94
1658,1anna1313041,118,1,49
1659,1anna_banana24,27,1,233
1660,1annabel198816,133,1,89
1661,1anni3,131,1,92
1662,1annyi01,23,1,89
1663,1anping8409,65,1,144
1664,1anso8,138,1,222
1665,1anvenger11,104,1,89
1666,1anxiaom64,89,1,34
1667,1any08,140,1,89
1668,1anzi40,103,1,89
1669,1apoptosis20,132,1,30
1670,1applegmm1,130,1,124
1671,1appleyaho2,141,1,240
1672,1ariel2190,81,1,168
1673,1arj14,135,1,265
1674,1ash1,130,1,151
1675,1ashley1,43,2,257
1676,1asuka9,129,1,65
1677,1avenge082,42,2,171
1678,1away7,42,1,184
1679,1ayang_9,1,1,180
1680,1a小王8,43,1,240
1681,1b5217,32,2,472
1682,1baby_serena2,43,1,99
1683,1babybreath7,141,1,141
1684,1bailing8904,62,1,34
1685,1bairui02,141,1,238
1686,1balancepoint2,141,1,79
1687,1bao9409,141,1,72
1688,1baoer198804,20,1,144
1689,1baoma0008,147,1,145
1690,1bawdwba07,43,1,111
1691,1bbm201219,42,1,33
1692,1bcbc953,141,1,72
1693,1bebe8801,134,1,34
1694,1beibeibeibei1,104,1,247
1695,1beikvf1,104,1,71
1696,1belindaice20,102,1,88
1697,1bella11,141,1,166
1698,1bessic7,103,1,248
1699,1biluo0,134,2,201
1700,1bingdian3,104,1,170
1701,1blackjasmine8,141,1,89
1702,1bloodalic2,129,1,247
1703,1bluecom07,88,2,504
1704,1bluerains1,131,1,65
1705,1bo4,141,1,69
1706,1boogie_1,123,1,74
1707,1boreanaz26,134,1,34
1708,1boss6147,141,1,116
1709,1boxin27,103,1,169
1710,1butterbb18,141,1,36
1711,1cairongying21,61,1,33
1712,1caiyanling12,23,1,89
1713,1candy_88,3,1,34
1714,1caoduanduan8,136,1,49
1715,1caoqian8,104,1,239
1716,1caoxj05,88,1,144
1717,1cara93,141,1,64
1718,1carca4,70,1,123
1719,1cari1,43,1,195
1720,1carinanan4,43,1,87
1721,1carl1,43,2,414
1722,1carmen03,125,1,87
1723,1carnival708,141,1,136
1724,1carol_198808,141,1,67
1725,1carrie_6,99,1,80
1726,1cathel4,1,2,472
1727,1cathy844,104,1,33
1728,1cathyyuan26,129,1,59
1729,1cathyzh1,104,1,89
1730,1cathy小猫6,122,1,82
1731,1catxzz1,141,1,66
1732,1cavalier22,104,1,33
1733,1cbu-cxd7719,141,1,72
1734,1cc39,136,1,227
1735,1ccjccj24,72,1,34
1736,1cdd01,62,1,207
1737,1cdy18,3,1,172
1738,1ceceliawong2,103,1,33
1739,1cecile1,139,1,79
1740,1cecilia01,16,1,162
1741,1cecily473714,50,1,144
1742,1cenfy10,43,2,279
1743,1cesiline7,140,1,72
1744,1ch9,86,1,117
1745,1chair02,41,1,42
1746,1charlotte01,123,2,196
1747,1chc6,23,2,357
1748,1chen_tb20,141,1,52
1749,1chenchenle22,23,1,228
1750,1chengj1,104,1,114
1751,1chengom9,43,1,251
1752,1chengzhangdefanna5,141,1,228
1753,1chenle8,6,1,34
1754,1chenwenjing866,104,1,87
1755,1chenwenqi02,141,1,87
1756,1chenxi012400,85,1,45
1757,1chenxiaohan0,127,1,232
1758,1chenyang111,141,1,111
1759,1chenyuehua196711,141,1,84
1760,1cherchen14,62,1,138
1761,1cherry8917,91,1,47
1762,1cherryagef104,130,1,192
1763,1cherryliu0,125,1,63
1764,1chimeimei8,127,1,142
1765,1chlh20,110,1,200
